DATAFLOW,FREQ,GEO_PICT,URBANIZATION,INDICATOR,SEX,AGE,FISHING_INSHORE,FISHING_NEARSHORE,FISHING_OFFSHORE,FISHING_OTHER_LOCATION,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,DATA_SOURCE,OBS_COMMENT,CONF_STATUS
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,_T,PERCENT,_T,Y60T999,NO,YES,YES,_T,2021,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,_T,PERCENT,M,Y25T59,NO,YES,NO,NO,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,U,N,F,Y25T59,NO,NO,NO,YES,2015,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,M,Y25T59,_T,NO,YES,NO,2021,76,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,N,M,Y25T59,_T,YES,YES,NO,2015,74,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,F,Y60T999,_T,_T,YES,_T,2021,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,N,F,Y60T999,_T,_T,_T,_T,2015,27,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,N,F,_T,YES,YES,_T,NO,2015,79,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,M,_T,_T,YES,_T,YES,2019,99,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,N,_T,Y60T999,_T,YES,NO,NO,2013,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,N,_T,Y60T999,_T,_T,_T,YES,2015,23,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,U,N,_T,_T,NO,NO,NO,YES,2013,16,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,_T,N,F,_T,_T,NO,NO,_T,2019,270,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,M,Y60T999,YES,NO,NO,NO,2019,80,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,R,N,M,Y25T59,YES,_T,YES,NO,2013,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,N,F,Y25T59,YES,_T,_T,NO,2019,316,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,U,N,M,Y60T999,YES,_T,_T,_T,2021,37,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,N,F,Y60T999,_T,YES,NO,NO,2021,15,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,R,N,M,Y15T24,_T,_T,_T,_T,2015,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,N,F,_T,YES,NO,NO,_T,2015,32,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,M,_T,NO,_T,_T,_T,2013,293,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,R,N,M,_T,_T,NO,NO,YES,2019,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,F,_T,_T,NO,YES,NO,2013,13,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,N,M,_T,_T,YES,NO,_T,2019,317,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,_T,Y25T59,YES,NO,YES,_T,2013,16,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,N,_T,Y15T24,NO,_T,NO,YES,2019,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,N,_T,Y60T999,_T,NO,NO,_T,2015,45,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,R,N,_T,Y60T999,_T,YES,_T,_T,2015,106,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,R,N,_T,Y60T999,_T,_T,_T,NO,2019,26,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,R,N,_T,_T,_T,NO,NO,NO,2021,28,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,N,M,Y15T24,NO,NO,YES,_T,2019,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,N,M,Y25T59,YES,YES,NO,_T,2015,95,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,N,M,Y25T59,NO,NO,_T,_T,2015,39,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,N,M,Y60T999,_T,NO,YES,_T,2019,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,N,F,Y25T59,_T,_T,YES,NO,2019,23,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,_T,N,M,Y25T59,_T,_T,NO,_T,2021,21,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,N,F,_T,NO,NO,_T,_T,2019,167,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,N,M,_T,NO,NO,_T,_T,2021,22,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,N,F,_T,_T,YES,NO,_T,2021,22,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,N,M,_T,_T,YES,_T,NO,2021,6,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,N,_T,Y25T59,NO,NO,YES,YES,2015,2,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,N,_T,Y25T59,YES,YES,NO,_T,2019,78,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,_T,N,_T,Y15T24,YES,NO,NO,_T,2021,4,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,N,_T,Y25T59,NO,NO,_T,NO,2021,8,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,_T,N,_T,Y25T59,NO,_T,_T,YES,2015,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NR,_T,PERCENT,_T,Y15T24,NO,NO,_T,_T,2012,28,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,PERCENT,M,Y60T999,_T,_T,_T,NO,2013,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,_T,PERCENT,M,Y25T59,NO,YES,NO,YES,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,PERCENT,_T,_T,YES,NO,_T,_T,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,PERCENT,_T,Y25T59,YES,NO,_T,YES,2013,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,PERCENT,F,Y25T59,_T,_T,_T,_T,2015,49,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,PERCENT,M,Y25T59,_T,YES,_T,YES,2015,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,_T,PERCENT,F,_T,NO,NO,_T,_T,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,PERCENT,_T,_T,_T,YES,NO,YES,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,PERCENT,_T,Y25T59,YES,_T,NO,NO,2015,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,F,_T,NO,YES,_T,NO,2015,16,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,PERCENT,F,Y60T999,NO,NO,YES,_T,2015,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,PERCENT,F,_T,YES,YES,NO,_T,2015,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,PERCENT,M,_T,NO,YES,YES,NO,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,PERCENT,M,_T,_T,YES,NO,NO,2015,9,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,PERCENT,F,Y25T59,YES,_T,NO,_T,2015,14,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,PERCENT,F,_T,NO,NO,_T,_T,2015,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,PERCENT,_T,Y15T24,YES,YES,NO,NO,2015,17,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,PERCENT,_T,Y60T999,NO,YES,_T,NO,2015,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,PERCENT,M,_T,_T,NO,YES,_T,2019,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,F,Y15T24,YES,_T,_T,_T,2019,25,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,PERCENT,M,_T,_T,NO,_T,_T,2019,25,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,PERCENT,M,Y25T59,NO,NO,YES,NO,2019,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,PERCENT,M,_T,YES,NO,NO,_T,2019,39,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,PERCENT,M,Y15T24,_T,NO,_T,NO,2019,55,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,F,Y15T24,_T,YES,YES,_T,2019,7,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,_T,_T,_T,NO,_T,_T,2019,40,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,R,PERCENT,_T,Y15T24,YES,_T,NO,NO,2019,13,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,PERCENT,F,Y25T59,NO,YES,NO,NO,2019,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,_T,PERCENT,F,Y25T59,_T,NO,YES,NO,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-1,_T,PERCENT,M,_T,NO,YES,_T,_T,2019,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-1,_T,PERCENT,_T,_T,NO,_T,_T,_T,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-2,U,PERCENT,M,_T,YES,_T,_T,NO,2019,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,R,PERCENT,M,Y25T59,_T,YES,_T,NO,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,R,PERCENT,_T,Y25T59,_T,_T,_T,NO,2019,61,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,R,PERCENT,M,Y60T999,_T,_T,NO,NO,2019,39,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,R,PERCENT,_T,Y25T59,NO,YES,_T,_T,2019,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,_T,PERCENT,M,Y15T24,_T,NO,_T,NO,2019,100,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,_T,PERCENT,_T,_T,YES,_T,NO,NO,2019,18,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,R,PERCENT,M,_T,YES,YES,YES,NO,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,R,PERCENT,_T,Y60T999,NO,_T,NO,_T,2019,16,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,U,PERCENT,F,Y25T59,NO,_T,_T,NO,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,U,PERCENT,M,Y25T59,_T,NO,YES,NO,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,PERCENT,F,Y60T999,_T,YES,NO,_T,2021,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,PERCENT,_T,Y15T24,_T,_T,NO,_T,2021,16,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,_T,PERCENT,M,Y60T999,YES,_T,NO,_T,2021,10,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,PERCENT,M,Y25T59,NO,YES,NO,NO,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,PERCENT,M,Y25T59,YES,_T,YES,_T,2021,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,PERCENT,_T,Y25T59,NO,_T,NO,NO,2021,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,PERCENT,_T,Y60T999,YES,_T,NO,NO,2021,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,PERCENT,_T,_T,YES,YES,NO,_T,2021,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,PERCENT,_T,Y60T999,_T,NO,NO,YES,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,_T,PERCENT,M,Y60T999,NO,NO,NO,_T,2015,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,N,M,Y25T59,YES,YES,YES,YES,2013,21,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,F,Y60T999,NO,NO,_T,NO,2021,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,N,F,Y60T999,NO,_T,_T,_T,2019,35,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,U,N,M,Y25T59,_T,_T,_T,YES,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,M,_T,NO,YES,YES,NO,2021,11,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,M,_T,NO,YES,NO,_T,2019,976,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,N,M,_T,YES,_T,_T,YES,2015,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,N,_T,Y25T59,YES,YES,_T,_T,2019,119,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,N,_T,Y25T59,NO,_T,NO,YES,2013,10,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,N,_T,Y25T59,NO,_T,YES,NO,2015,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,N,_T,Y25T59,_T,_T,YES,_T,2013,48,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,N,_T,_T,_T,YES,_T,NO,2015,486,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,F,Y15T24,NO,YES,_T,NO,2019,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,F,Y25T59,NO,YES,_T,_T,2015,5,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NR,_T,N,M,Y25T59,_T,NO,_T,NO,2012,294,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,N,M,Y25T59,_T,_T,NO,YES,2015,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,M,Y15T24,_T,_T,_T,_T,2015,4,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,F,_T,YES,NO,NO,NO,2019,1151,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,_T,N,_T,Y60T999,NO,NO,NO,YES,2015,4,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,_T,Y25T59,_T,YES,NO,NO,2019,1632,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,_T,N,_T,Y60T999,_T,YES,NO,NO,2019,170,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,_T,Y60T999,_T,NO,NO,_T,2019,696,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,_T,N,_T,_T,NO,_T,NO,YES,2021,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,N,_T,_T,_T,YES,YES,YES,2015,26,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,_T,N,_T,_T,_T,YES,_T,YES,2015,73,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,_T,_T,_T,_T,YES,NO,2015,77,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,R,N,M,Y25T59,YES,NO,YES,_T,2019,1,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,M,Y25T59,YES,NO,NO,_T,2013,21,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,N,M,Y25T59,YES,NO,_T,_T,2015,76,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,R,N,M,Y25T59,YES,_T,NO,_T,2019,351,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,N,M,Y60T999,NO,_T,_T,NO,2015,46,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,N,F,Y25T59,YES,_T,_T,NO,2021,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,F,Y25T59,NO,_T,_T,_T,2019,91,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,R,N,F,Y60T999,_T,YES,NO,NO,2021,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,R,N,M,_T,NO,YES,_T,NO,2021,13,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,N,M,_T,NO,_T,NO,_T,2019,333,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,F,_T,_T,YES,YES,_T,2019,13,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-2,R,N,M,_T,_T,YES,NO,_T,2021,356,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,R,N,_T,Y60T999,YES,NO,NO,NO,2019,12,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,_T,Y25T59,YES,YES,NO,_T,2019,137,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,R,N,_T,Y60T999,YES,NO,NO,_T,2021,51,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,_T,Y15T24,YES,NO,_T,_T,2019,69,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,N,_T,_T,NO,YES,YES,NO,2019,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,_T,_T,YES,YES,NO,_T,2013,34,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,_T,_T,NO,NO,_T,YES,2019,55,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,N,_T,_T,NO,_T,NO,YES,2015,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,_T,_T,YES,_T,_T,YES,2013,77,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,N,M,Y60T999,NO,_T,_T,_T,2021,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,N,F,Y25T59,_T,NO,NO,NO,2019,112,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-2,_T,N,F,Y60T999,_T,NO,NO,NO,2019,1,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,N,M,Y25T59,_T,YES,_T,_T,2019,276,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,F,Y25T59,_T,YES,_T,_T,2019,151,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,N,M,Y25T59,_T,_T,YES,_T,2013,133,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,N,F,_T,NO,YES,_T,NO,2021,5,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,N,M,_T,YES,YES,_T,_T,2015,190,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,_T,N,M,_T,YES,_T,NO,_T,2019,437,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-2,_T,N,M,_T,YES,_T,_T,NO,2019,80,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,N,M,_T,_T,YES,_T,YES,2013,112,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,_T,N,_T,Y25T59,NO,YES,NO,NO,2021,35,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,N,_T,Y60T999,NO,NO,YES,NO,2015,5,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,N,_T,Y60T999,NO,YES,_T,NO,2019,88,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,_T,Y15T24,NO,YES,_T,NO,2019,16,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,N,_T,Y25T59,YES,YES,_T,_T,2013,61,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,_T,N,_T,Y60T999,NO,_T,NO,NO,2021,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,N,_T,Y25T59,_T,_T,NO,YES,2013,72,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-2,_T,N,_T,Y15T24,_T,_T,_T,_T,2021,18,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,_T,_T,YES,NO,NO,NO,2019,710,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,N,_T,_T,_T,_T,_T,NO,2015,254,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,_T,PERCENT,M,Y25T59,YES,NO,NO,NO,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,PERCENT,F,Y60T999,NO,_T,_T,_T,2013,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,R,PERCENT,F,Y25T59,_T,YES,_T,YES,2013,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,M,_T,_T,_T,YES,NO,2013,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,_T,Y25T59,_T,_T,NO,NO,2013,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,_T,PERCENT,_T,Y25T59,NO,NO,NO,YES,2015,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,_T,PERCENT,_T,Y60T999,NO,YES,_T,NO,2015,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,PERCENT,F,_T,_T,NO,_T,NO,2015,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,PERCENT,M,Y25T59,_T,_T,_T,NO,2015,62,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,PERCENT,_T,_T,NO,NO,_T,YES,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,M,_T,_T,YES,_T,NO,2015,42,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,F,Y25T59,_T,_T,NO,NO,2015,21,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,M,_T,NO,YES,_T,NO,2015,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,_T,_T,YES,NO,YES,YES,2015,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,PERCENT,F,Y25T59,_T,NO,NO,NO,2015,11,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,PERCENT,F,_T,_T,_T,NO,_T,2015,21,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,PERCENT,M,Y25T59,YES,NO,_T,_T,2015,12,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,PERCENT,_T,Y25T59,YES,YES,_T,YES,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,U,PERCENT,M,Y60T999,NO,_T,NO,NO,2019,7,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,M,Y60T999,_T,_T,NO,YES,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,_T,_T,NO,_T,YES,NO,2019,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,_T,_T,_T,_T,NO,NO,2019,34,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,PERCENT,_T,Y25T59,_T,_T,_T,_T,2019,26,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,PERCENT,_T,_T,NO,_T,_T,YES,2019,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,PERCENT,F,Y60T999,YES,_T,YES,_T,2019,13,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,_T,PERCENT,M,_T,YES,NO,_T,_T,2019,47,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,F,Y15T24,_T,_T,NO,_T,2019,48,PERCENT,,,,,
