DATAFLOW,FREQ,GEO_PICT,URBANIZATION,INDICATOR,SEX,AGE,FISHING_INSHORE,FISHING_NEARSHORE,FISHING_OFFSHORE,FISHING_OTHER_LOCATION,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,DATA_SOURCE,OBS_COMMENT,CONF_STATUS
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,F,Y25T59,_T,_T,_T,NO,2021,35,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,U,N,M,_T,YES,NO,_T,YES,2015,22,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,N,F,_T,NO,_T,_T,NO,2015,11,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,U,N,M,_T,_T,NO,NO,_T,2019,371,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,M,_T,_T,NO,_T,NO,2019,2985,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,N,_T,Y60T999,NO,_T,YES,NO,2015,5,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,U,N,_T,Y25T59,_T,_T,NO,_T,2015,344,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,U,N,_T,_T,YES,YES,NO,NO,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,U,N,_T,_T,_T,YES,YES,YES,2013,48,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,M,Y60T999,NO,YES,_T,NO,2019,157,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,_T,N,M,Y15T24,NO,YES,_T,_T,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,F,Y25T59,YES,_T,NO,_T,2015,14,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,_T,N,M,Y60T999,_T,_T,NO,_T,2021,393,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,_T,N,F,_T,NO,_T,_T,NO,2015,125,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,N,_T,Y25T59,YES,NO,NO,NO,2015,149,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,_T,Y25T59,YES,YES,_T,NO,2015,56,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,_T,Y60T999,NO,YES,_T,_T,2019,248,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,N,_T,Y60T999,_T,YES,NO,_T,2015,91,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,_T,N,_T,Y25T59,_T,NO,_T,YES,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,_T,N,_T,Y60T999,_T,_T,YES,NO,2013,49,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,_T,_T,YES,YES,YES,NO,2015,61,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,N,_T,_T,NO,NO,NO,_T,2015,6,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,R,N,M,Y25T59,YES,NO,_T,_T,2019,50,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,R,N,M,Y60T999,YES,NO,_T,_T,2021,6,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,N,M,Y25T59,NO,_T,NO,_T,2015,111,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,N,F,Y60T999,NO,_T,_T,NO,2021,15,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,M,Y25T59,_T,_T,NO,_T,2013,186,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-1,U,N,F,Y25T59,_T,_T,_T,NO,2019,55,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,N,F,Y25T59,_T,_T,_T,_T,2019,533,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,M,_T,NO,YES,YES,YES,2013,8,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,N,F,_T,NO,YES,_T,_T,2015,24,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,M,_T,YES,_T,NO,NO,2019,1181,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,R,N,F,_T,_T,NO,NO,NO,2019,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,R,N,M,_T,_T,YES,NO,NO,2021,152,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,M,_T,_T,NO,NO,_T,2019,521,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,R,N,M,_T,_T,NO,NO,_T,2019,351,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,R,N,F,_T,_T,_T,YES,NO,2021,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,N,F,_T,_T,_T,YES,_T,2019,157,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,U,N,_T,Y60T999,YES,NO,_T,NO,2021,37,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,_T,_T,YES,_T,NO,_T,2019,1661,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,U,N,_T,_T,YES,_T,YES,_T,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,N,_T,_T,NO,_T,_T,YES,2013,59,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,R,N,_T,_T,_T,YES,NO,_T,2021,165,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,_T,_T,_T,YES,_T,YES,2019,12,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,_T,N,M,Y25T59,YES,NO,_T,NO,2021,11,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,N,F,Y25T59,YES,_T,NO,_T,2019,316,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,_T,N,F,Y25T59,_T,YES,_T,_T,2019,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-1,_T,N,F,Y25T59,_T,_T,YES,_T,2019,1,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,_T,N,F,Y60T999,_T,_T,_T,NO,2019,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,_T,N,F,_T,YES,NO,_T,_T,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-1,_T,N,_T,Y25T59,YES,NO,_T,NO,2019,314,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,N,_T,Y15T24,NO,YES,_T,_T,2015,4,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,N,_T,Y60T999,_T,NO,NO,NO,2019,259,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,N,_T,Y60T999,_T,_T,NO,_T,2015,143,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,N,_T,_T,NO,NO,NO,YES,2013,16,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,N,_T,_T,NO,NO,NO,NO,2015,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-4,_T,N,_T,_T,_T,_T,_T,_T,2019,222,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NR,_T,PERCENT,F,_T,NO,NO,_T,NO,2012,12,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,PERCENT,M,Y60T999,YES,YES,_T,NO,2013,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,U,PERCENT,M,_T,NO,_T,NO,NO,2013,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,_T,PERCENT,_T,Y25T59,_T,NO,_T,_T,2013,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,U,PERCENT,M,_T,YES,YES,_T,NO,2013,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,R,PERCENT,M,Y25T59,NO,_T,NO,_T,2013,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,M,_T,YES,YES,NO,_T,2013,7,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,M,_T,NO,NO,_T,NO,2013,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,_T,_T,NO,NO,_T,_T,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,R,PERCENT,F,Y60T999,NO,YES,NO,_T,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,PERCENT,F,Y60T999,YES,YES,_T,_T,2015,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,PERCENT,_T,Y25T59,_T,_T,_T,NO,2015,15,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,PERCENT,_T,Y25T59,YES,YES,_T,_T,2015,44,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,PERCENT,_T,_T,YES,_T,_T,NO,2015,36,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,PERCENT,M,Y25T59,YES,_T,_T,_T,2015,54,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,PERCENT,M,_T,NO,YES,_T,YES,2015,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,PERCENT,_T,Y25T59,YES,YES,YES,_T,2015,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,PERCENT,M,_T,YES,NO,YES,NO,2015,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,PERCENT,_T,Y15T24,NO,YES,NO,NO,2015,17,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,PERCENT,_T,Y15T24,_T,_T,YES,NO,2015,17,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,M,Y60T999,_T,YES,_T,_T,2015,41,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,M,_T,YES,_T,NO,YES,2015,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,_T,Y15T24,_T,NO,_T,_T,2015,50,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,_T,_T,YES,YES,_T,NO,2015,20,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,M,Y60T999,_T,_T,_T,_T,2015,43,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,PERCENT,M,Y25T59,_T,NO,YES,NO,2015,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,PERCENT,_T,Y25T59,_T,YES,NO,_T,2015,20,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,_T,PERCENT,F,Y25T59,_T,_T,_T,_T,2015,32,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,PERCENT,M,Y60T999,YES,_T,NO,YES,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,PERCENT,M,_T,YES,NO,NO,NO,2019,33,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,U,PERCENT,F,_T,NO,_T,_T,NO,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,PERCENT,_T,Y25T59,NO,YES,_T,_T,2019,9,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,U,PERCENT,_T,Y60T999,NO,_T,NO,NO,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,PERCENT,F,Y25T59,YES,NO,NO,_T,2019,43,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,PERCENT,_T,Y25T59,_T,NO,NO,NO,2019,40,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,PERCENT,M,_T,NO,YES,NO,YES,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,PERCENT,F,Y60T999,YES,_T,NO,NO,2019,12,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,PERCENT,M,_T,NO,YES,_T,NO,2019,17,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,_T,PERCENT,M,Y60T999,_T,YES,_T,NO,2019,4,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,PERCENT,F,Y25T59,_T,YES,_T,_T,2019,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,R,PERCENT,_T,Y60T999,_T,NO,_T,_T,2019,22,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,_T,PERCENT,F,_T,NO,YES,_T,_T,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH,_T,PERCENT,_T,Y60T999,_T,YES,NO,NO,2019,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-1,U,PERCENT,F,_T,YES,NO,NO,_T,2019,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-1,_T,PERCENT,F,Y60T999,_T,NO,_T,NO,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-2,_T,PERCENT,_T,_T,NO,_T,_T,_T,2019,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-4,_T,PERCENT,F,Y60T999,_T,_T,NO,_T,2019,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-5,_T,PERCENT,M,Y25T59,YES,NO,NO,_T,2019,16,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,PERCENT,F,Y60T999,YES,NO,_T,_T,2021,3,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-2,_T,PERCENT,_T,_T,YES,NO,YES,NO,2021,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,PERCENT,M,Y25T59,NO,_T,_T,_T,2021,8,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,PERCENT,M,_T,NO,_T,YES,_T,2021,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,PERCENT,M,Y60T999,NO,YES,_T,_T,2021,6,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,R,PERCENT,_T,Y25T59,YES,NO,_T,NO,2021,16,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-5,R,PERCENT,M,_T,YES,_T,NO,_T,2021,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,N,M,Y25T59,YES,YES,_T,YES,2013,55,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,F,Y60T999,YES,_T,YES,NO,2019,15,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,M,Y60T999,_T,_T,NO,NO,2019,438,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,F,_T,_T,_T,YES,NO,2021,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,_T,Y60T999,_T,_T,NO,_T,2019,713,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,R,N,_T,_T,YES,YES,_T,YES,2019,27,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,N,_T,_T,YES,_T,NO,NO,2013,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO,R,N,_T,_T,NO,_T,NO,_T,2021,678,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,M,Y25T59,NO,NO,NO,_T,2019,197,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,M,Y25T59,_T,YES,NO,YES,2019,77,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,M,Y60T999,_T,YES,YES,_T,2015,12,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,N,F,Y60T999,_T,_T,_T,YES,2015,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TK,_T,N,M,Y60T999,_T,_T,_T,NO,2015,22,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,N,M,_T,NO,_T,_T,_T,2015,101,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI,_T,N,F,_T,_T,YES,NO,_T,2019,519,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,_T,N,_T,Y60T999,NO,_T,YES,_T,2015,41,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,N,_T,Y60T999,YES,_T,_T,NO,2015,3,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,N,_T,Y25T59,NO,_T,_T,YES,2015,16,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,_T,N,_T,_T,NO,_T,_T,YES,2015,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,M,Y60T999,YES,YES,NO,NO,2019,16,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,N,F,Y25T59,NO,NO,_T,_T,2019,19,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,N,M,Y60T999,NO,NO,_T,_T,2015,5,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,R,N,F,Y25T59,NO,_T,YES,NO,2019,2,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,N,F,Y25T59,YES,_T,NO,_T,2019,131,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,R,N,F,Y15T24,NO,_T,_T,NO,2019,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,N,F,Y25T59,NO,_T,_T,_T,2015,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,N,F,Y25T59,_T,NO,NO,NO,2015,20,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,R,N,M,Y60T999,_T,YES,YES,NO,2013,6,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,R,N,F,Y25T59,_T,YES,NO,_T,2021,2,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,M,Y25T59,_T,_T,YES,YES,2019,8,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,N,F,_T,YES,YES,NO,_T,2015,30,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,R,N,F,_T,NO,NO,_T,_T,2019,2,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,R,N,F,_T,YES,_T,NO,_T,2019,44,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-1,U,N,M,_T,_T,_T,YES,_T,2019,53,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,N,_T,Y25T59,YES,YES,_T,NO,2019,84,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,R,N,_T,Y60T999,YES,_T,NO,NO,2019,121,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,R,N,_T,Y60T999,YES,_T,NO,NO,2019,25,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,N,_T,Y60T999,_T,NO,NO,NO,2019,98,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,R,N,_T,Y60T999,_T,_T,YES,NO,2013,9,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,N,_T,Y60T999,_T,_T,NO,NO,2015,46,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,N,_T,Y60T999,_T,_T,YES,_T,2019,15,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-C,R,N,_T,_T,YES,YES,YES,NO,2019,13,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,R,N,_T,_T,NO,YES,NO,NO,2021,160,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-A,U,N,_T,_T,_T,NO,_T,NO,2015,168,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,_T,N,M,Y60T999,NO,YES,YES,NO,2021,1,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,M,Y60T999,NO,NO,YES,_T,2019,31,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,N,M,Y25T59,NO,YES,NO,_T,2021,94,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,M,Y25T59,NO,YES,_T,NO,2019,282,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,N,F,Y60T999,YES,_T,_T,NO,2015,22,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,M,Y15T24,_T,_T,YES,NO,2019,8,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,F,Y60T999,_T,_T,_T,NO,2019,96,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,M,Y60T999,_T,_T,_T,_T,2019,177,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,N,M,_T,NO,NO,NO,YES,2015,16,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-3,_T,N,M,_T,NO,YES,NO,_T,2021,145,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-D,_T,N,F,_T,NO,NO,_T,YES,2019,12,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-6,_T,N,F,_T,NO,YES,_T,NO,2019,43,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,_T,N,M,_T,YES,_T,YES,_T,2021,7,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-E,_T,N,M,_T,_T,YES,NO,NO,2019,74,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,N,M,_T,_T,NO,NO,NO,2015,195,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-B,_T,N,F,_T,_T,_T,_T,_T,2019,591,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,_T,N,_T,Y60T999,NO,YES,YES,_T,2021,1,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-6,_T,N,_T,Y25T59,YES,NO,NO,_T,2021,22,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,KI-A,_T,N,_T,Y25T59,YES,NO,_T,_T,2019,1249,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-4,_T,N,_T,Y60T999,NO,_T,YES,NO,2021,1,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,MH-3,_T,N,_T,Y25T59,NO,_T,_T,NO,2019,75,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-1,_T,N,_T,Y25T59,_T,YES,YES,NO,2013,37,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TO-1,_T,N,_T,Y25T59,_T,_T,NO,_T,2021,114,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV-B,_T,N,_T,_T,_T,NO,NO,_T,2015,213,N,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,PERCENT,M,_T,NO,YES,NO,NO,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW,R,PERCENT,_T,_T,NO,_T,_T,YES,2013,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,PW-2,_T,PERCENT,_T,_T,_T,YES,NO,NO,2013,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,_T,PERCENT,_T,Y15T24,YES,YES,NO,_T,2015,2,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK,_T,PERCENT,_T,_T,YES,_T,_T,NO,2015,14,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-1,U,PERCENT,_T,_T,NO,_T,NO,YES,2015,0,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,R,PERCENT,M,Y60T999,_T,_T,_T,_T,2015,42,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,PERCENT,M,Y15T24,_T,YES,NO,NO,2015,40,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,CK-2,_T,PERCENT,_T,Y15T24,_T,_T,NO,NO,2015,29,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,NU,_T,PERCENT,_T,Y25T59,YES,_T,_T,NO,2015,1,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,F,Y60T999,_T,YES,_T,NO,2015,24,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,M,Y60T999,_T,YES,YES,_T,2015,12,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,R,PERCENT,M,Y60T999,_T,_T,_T,NO,2015,70,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,_T,Y25T59,_T,NO,YES,NO,2015,5,PERCENT,,,,,
SPC:DF_FISHING_LOCATION_HIES(1.0),A,TV,U,PERCENT,_T,_T,YES,YES,YES,_T,2015,2,PERCENT,,,,,
